,borough,number_of_cyclist_injured,number_of_cyclist_killed,vehicle_type_code1,vehicle_type_code2,latitude,longitude
17716,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.713721,-73.9349587
17717,BROOKLYN,1,0,TAXI,BICYCLE,40.7139004,-73.9616807
17718,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7075957,-73.961861
17719,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.70774,-73.95361
17720,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7159381,-73.9248705
17721,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7123781,-73.9440319
17722,BROOKLYN,1,0,OTHER,BICYCLE,40.7153857,-73.9428173
17723,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.71045,-73.95687
17724,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7116924,-73.9512358
17725,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7059119,-73.951085
17726,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7140707,-73.9543399
17727,BROOKLYN,1,0,VAN,BICYCLE,40.7183865,-73.9571327
17728,BROOKLYN,1,0,VAN,BICYCLE,40.7140452,-73.9263299
17729,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7144568,-73.9352898
17730,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7118008,-73.9422288
17731,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
17732,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.71102,-73.95035
17733,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7074057,-73.9599387
17734,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7113256,-73.9472431
17735,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7069972,-73.9613636
17736,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.708426,-73.9579038
17737,BROOKLYN,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7107162,-73.9535811
17738,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.715305,-73.96044
17739,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.717007,-73.9355
17740,BROOKLYN,1,0,TAXI,BICYCLE,40.714066,-73.94938
17741,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7111152,-73.9493606
17742,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7137945,-73.9442652
17743,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7167266,-73.9589122
17744,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7149962,-73.9285112
17745,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7073534,-73.9593941
17746,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7114813,-73.9455945
17747,BROOKLYN,2,0,PASSENGER VEHICLE,BICYCLE,40.7140707,-73.9543399
17748,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140658,-73.9493728
17749,BROOKLYN,1,0,VAN,BICYCLE,40.7030333,-73.9598908
17750,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109076,-73.951644
17751,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7083529,-73.9532221
17752,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109568,-73.9511173
17753,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7157799,-73.9463052
17754,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140658,-73.9493728
17755,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7150662,-73.9461868
17756,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7119619,-73.9406885
17757,BROOKLYN,1,0,VAN,BICYCLE,40.7108634,-73.9580032
17758,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7061079,-73.9537935
17759,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7177861,-73.9403298
17760,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7200491,-73.9553495
17761,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7125364,-73.9423508
17762,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7111671,-73.9488916
17763,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109568,-73.9511173
17764,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7136361,-73.9459499
17765,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.713886,-73.9597977
17766,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140658,-73.9493728
17767,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7149976,-73.9594724
17768,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7075935,-73.9555418
17769,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7111671,-73.9488916
17770,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7179102,-73.9533993
17771,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.71453,-73.9444
17772,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
17773,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7126137,-73.9491322
17774,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140668,-73.9516237
17775,BROOKLYN,1,0,TAXI,BICYCLE,40.7119054,-73.9629407
17776,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7130863,-73.9441467
17777,BROOKLYN,1,0,TAXI,BICYCLE,40.7111671,-73.9488916
17778,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7095198,-73.954325
17779,BROOKLYN,1,0,BUS,BICYCLE,40.7107162,-73.9535811
17780,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7145389,-73.9517027
17781,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7105932,-73.9547354
17782,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7109568,-73.9511173
17783,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7183013,-73.9500658
17784,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7108634,-73.9580032
17785,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.714126,-73.9487883
17786,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7175904,-73.9499473
17787,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7043106,-73.9550751
17788,BROOKLYN,1,0,TAXI,BICYCLE,40.7107873,-73.9599439
17789,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.71759,-73.94995
17790,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109568,-73.9511173
17791,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.711037,-73.96059
17792,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7140618,-73.9529114
17793,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7086953,-73.9586899
17794,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7150643,-73.9421611
17795,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7121648,-73.9590629
17796,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7124905,-73.938466
17797,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7064645,-73.9607832
17798,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7111671,-73.9488916
17799,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.702528,-73.9593321
17800,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7153053,-73.9604353
17801,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7088997,-73.9547186
17802,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7114187,-73.9531261
17803,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
17804,BROOKLYN,1,0,TAXI,BICYCLE,40.7119619,-73.9406885
17805,BROOKLYN,1,0,BUS,BICYCLE,40.7058432,-73.9509552
17806,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7116924,-73.9512358
17807,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7075935,-73.9555418
17808,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7139004,-73.9616807
17809,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7077437,-73.9536048
17810,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7030734,-73.9569839
17811,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7127029,-73.9523208
17812,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7111671,-73.9488916
17813,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7097167,-73.952359
17814,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7123979,-73.9513543
17815,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7133723,-73.9348039
17816,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
17817,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7090791,-73.9574886
17818,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7077437,-73.9536048
17819,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7172094,-73.9347028
17820,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7111671,-73.9488916
17821,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109076,-73.951644
17822,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7140658,-73.9493728
17823,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7133723,-73.9348039
17824,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109568,-73.9511173
17825,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.71196,-73.9407
17826,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7119054,-73.9629407
17827,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.712796,-73.9586657
17828,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7109568,-73.9511173
17829,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7058999,-73.9630991
17830,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7114239,-73.9595323
17831,BROOKLYN,1,0,TAXI,BICYCLE,40.719246,-73.95407
17832,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7060021,-73.9569675
17833,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7133455,-73.9601624
17834,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.713398,-73.95641
17835,BROOKLYN,1,0,TAXI,BICYCLE,40.7119054,-73.9629407
17836,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.704983,-73.95254
17837,BROOKLYN,1,0,MOTORCYCLE,BICYCLE,40.71343,-73.93456
17838,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7139556,-73.9425841
17839,BROOKLYN,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7099207,-73.9622925
17840,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7140073,-73.9417147
17841,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.71286,-73.93688
17842,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7183013,-73.9500658
17843,BROOKLYN,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7137996,-73.9331802
17844,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7118008,-73.9422288
17845,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7111125,-73.9561996
17846,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7076233,-73.9621315
17847,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7198,-73.953476
17848,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7161723,-73.9595114
17849,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7141933,-73.9594873
17850,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7105932,-73.9547354
17851,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7140707,-73.9543399
17852,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7164881,-73.9464165
17853,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109076,-73.951644
17854,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.71076,-73.9531302
17855,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7167266,-73.9589122
17856,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.71076,-73.95314
17857,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140073,-73.9417147
17858,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7154014,-73.9269272
17859,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140707,-73.9543399
17860,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7167266,-73.9589122
17861,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7107162,-73.9535811
17862,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7137996,-73.9331802
17863,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7089041,-73.9592525
17864,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.71076,-73.95314
17865,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7075935,-73.9555418
17866,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7089,-73.95473
17867,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140658,-73.9493728
17868,BROOKLYN,1,0,TAXI,BICYCLE,40.7119706,-73.9610289
17869,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7139556,-73.9425841
17870,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7111671,-73.9488916
17871,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7107873,-73.9599439
17872,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7125234,-73.9383217
17873,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7143717,-73.9460683
17874,BROOKLYN,1,0,TAXI,BICYCLE,40.7107873,-73.9599439
17875,BROOKLYN,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7076839,-73.9627447
17876,BROOKLYN,1,0,TAXI,BICYCLE,40.7140668,-73.9516237
17877,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7133192,-73.9492435
17878,BROOKLYN,1,0,TAXI,BICYCLE,40.7034369,-73.9603414
17879,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7151446,-73.95637
17880,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.711617,-73.94426
17881,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7075957,-73.961861
17882,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140452,-73.9263299
17883,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7140658,-73.9493728
17884,BROOKLYN,1,0,TAXI,BICYCLE,40.7116098,-73.9575338
17885,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.71175,-73.9558
17886,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7152274,-73.9444984
17887,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7146912,-73.9426881
17888,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.713898,-73.961685
17889,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7069972,-73.9613636
17890,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7119619,-73.9406885
17891,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7133192,-73.9492435
17892,BROOKLYN,1,0,TAXI,BICYCLE,40.717835,-73.9577247
17893,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7133723,-73.9348039
17894,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7140668,-73.9516237
17895,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7167794,-73.9363409
17896,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7048762,-73.9557023
17897,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7105088,-73.9565498
17898,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7107357,-73.9618087
17899,BROOKLYN,1,0,VAN,BICYCLE,40.7167794,-73.9363409
17900,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
17901,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7146912,-73.9426881
17902,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7172808,-73.9583202
17903,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7175904,-73.9499473
17904,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.708426,-73.9579038
17905,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.719246,-73.95407
17906,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7107873,-73.9599439
17907,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7059143,-73.9502879
17908,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7126137,-73.9491322
17909,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
17910,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7145014,-73.9612871
17911,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.71407,-73.955536
17912,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.708973,-73.9528285
17913,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.711105,-73.949455
17914,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7126137,-73.9491322
17915,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,,
17916,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7091682,-73.9608249
17917,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7137978,-73.9515914
17918,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7122382,-73.9571367
17919,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109568,-73.9511173
17920,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7123979,-73.9513543
17921,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7140668,-73.9516237
17922,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7025105,-73.9563531
17923,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7133723,-73.9348039
17924,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.704202,-73.9582455
17925,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7176947,-73.9499761
17926,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,,
17927,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7133723,-73.9348039
17928,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7165729,-73.9590638
17929,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7055449,-73.9531627
17930,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7159274,-73.9576249
17931,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7143717,-73.9460683
17932,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7055449,-73.9531627
17933,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7105932,-73.9547354
17934,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7123781,-73.9440319
17935,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7189111,-73.9511187
17936,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7181415,-73.9552498
17937,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7075241,-73.9611433
17938,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7111671,-73.9488916
17939,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
17940,BROOKLYN,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7119619,-73.9406885
17941,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7152582,-73.9521098
17942,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7053333,-73.9595252
17943,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7119619,-73.9406885
17944,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7097569,-73.9570625
17945,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7125364,-73.9423508
17946,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7091424,-73.9508301
17947,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7146321,-73.9397879
17948,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7126648,-73.9410413
17949,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.71076,-73.9531302
17950,BROOKLYN,1,0,TAXI,BICYCLE,40.7194922,-73.9559415
17951,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7116924,-73.9512358
17952,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7145375,-73.9372954
17953,BROOKLYN,1,0,BUS,BICYCLE,40.7107357,-73.9618087
17954,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7070418,-73.9556973
17955,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7125234,-73.9383217
17956,BROOKLYN,1,0,PICK-UP TRUCK,BICYCLE,40.7109076,-73.951644
17957,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7133064,-73.9583408
17958,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.717835,-73.9577247
17959,BROOKLYN,1,0,MOTORCYCLE,BICYCLE,40.7108836,-73.9534656
17960,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7170331,-73.9564374
17961,BROOKLYN,1,0,BICYCLE,BICYCLE,40.710785,-73.95995
17962,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.714996,-73.92852
17963,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7119619,-73.9406885
17964,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7185091,-73.9548671
17965,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7127029,-73.9523208
17966,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7171991,-73.9465314
17967,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7145932,-73.9387562
17968,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.710537,-73.95928
17969,BROOKLYN,1,0,PICK-UP TRUCK,BICYCLE,40.7061079,-73.9537935
17970,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7109568,-73.9511173
17971,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7064792,-73.9637444
17972,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7119619,-73.9406885
17973,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,,
17974,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7187821,-73.9450835
17975,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7104513,-73.9568565
17976,BROOKLYN,2,0,TAXI,BICYCLE,40.7110815,-73.9616029
17977,BROOKLYN,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7133723,-73.9348039
17978,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7189407,-73.9565371
17979,BROOKLYN,1,0,BUS,BICYCLE,40.7114813,-73.9455945
17980,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7111671,-73.9488916
17981,BROOKLYN,1,0,OTHER,BICYCLE,40.7159274,-73.9576249
17982,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7107873,-73.9599439
17983,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7192472,-73.9540622
17984,BROOKLYN,1,0,MOTORCYCLE,BICYCLE,40.7113256,-73.9472431
17985,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7150662,-73.9461868
17986,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7184617,-73.9528037
17987,BROOKLYN,1,0,BICYCLE,BICYCLE,40.7109788,-73.9582917
17988,BROOKLYN,1,0,TAXI,BICYCLE,40.710472,-73.960936
17989,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7113256,-73.9472431
17990,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7140668,-73.9516237
17991,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7116924,-73.9512358
17992,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7047879,-73.9618698
17993,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.713898,-73.961685
17994,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7108634,-73.9580032
17995,BROOKLYN,1,0,MOTORCYCLE,BICYCLE,40.7095343,-73.9640277
17996,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7063596,-73.9519106
17997,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7109076,-73.951644
17998,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.70861,-73.958405
17999,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7047879,-73.9618698
18000,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7114813,-73.9455945
18001,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7089041,-73.9592525
18002,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7149962,-73.9285112
18003,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7168908,-73.9577072
18004,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7114813,-73.9455945
18005,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7133484,-73.941387
18006,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.70591,-73.951096
18007,BROOKLYN,0,1,SPORT UTILITY / STATION WAGON,BICYCLE,40.7107873,-73.9599439
