,borough,number_of_cyclist_injured,number_of_cyclist_killed,vehicle_type_code1,vehicle_type_code2,latitude,longitude
4230,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7993517,-73.9590779
4231,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8252325,-73.9476044
4232,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.771785,-73.9633262
4233,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.684178,-73.9921903
4234,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8520677,-73.8686057
4235,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8652641,-73.8462472
4236,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7284969,-73.7468556
4237,BRONX,0,1,VAN,BICYCLE,40.8254139,-73.923475
4238,BRONX,0,1,PASSENGER VEHICLE,BICYCLE,40.8538084,-73.8552781
4239,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8304553,-73.8918617
4240,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6716922,-73.7911992
4241,MANHATTAN,1,0,PICK-UP TRUCK,BICYCLE,40.7216195,-73.9954652
4242,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.670658,-73.9579745
4243,BRONX,1,0,UNKNOWN,BICYCLE,40.8149368,-73.9149539
4244,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.782942,-73.9480385
4245,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7157321,-73.9644717
4246,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7132604,-73.8730276
4247,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8275118,-73.9249432
4248,BROOKLYN,1,0,PICK-UP TRUCK,BICYCLE,40.72671,-73.952484
4249,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8214864,-73.9121671
4250,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6761805,-73.9662953
4251,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.85575,-73.93166
4252,BRONX,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.8385217,-73.9261848
4253,BROOKLYN,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.6807974,-73.9583971
4254,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6662615,-73.9595633
4255,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6571092,-74.0015101
4256,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7774101,-73.9787983
4257,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7107465,-73.7506563
4258,MANHATTAN,1,0,TAXI,BICYCLE,40.7383954,-74.0038611
4259,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8606003,-73.9110128
4260,BRONX,1,0,VAN,BICYCLE,40.8304707,-73.9097125
4261,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6815924,-74.0079248
4262,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6903471,-73.9602915
4263,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,,
4264,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8044198,-73.9553688
4265,BROOKLYN,1,0,OTHER,BICYCLE,40.6899995,-73.9633207
4266,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.5752608,-73.9688912
4267,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6932287,-73.9678445
4268,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.67556,-73.96334
4269,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8467819,-73.8552573
4270,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7594369,-73.9130863
4271,MANHATTAN,1,0,TAXI,BICYCLE,40.7401843,-73.986363
4272,MANHATTAN,1,0,TAXI,BICYCLE,40.7916628,-73.9646839
4273,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8033301,-73.9487269
4274,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7058662,-73.9188333
4275,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.697124,-73.80971
4276,BRONX,1,0,UNKNOWN,BICYCLE,40.835432,-73.9233984
4277,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8295585,-73.8687188
4278,BROOKLYN,1,0,TAXI,BICYCLE,40.693341,-73.9668817
4279,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.5784218,-73.8413853
4280,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.6582291,-74.0003424
4281,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7070018,-73.9672897
4282,MANHATTAN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7269334,-73.999917
4283,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7115699,-74.0157846
4284,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7224983,-73.9768929
4285,QUEENS,1,0,TAXI,BICYCLE,40.7646435,-73.9165884
4286,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7158658,-73.8986021
4287,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.5951403,-73.7539866
4288,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7130557,-74.0072251
4289,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.6650745,-73.9965685
4290,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6746262,-74.0077113
4291,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.84744,-73.89968
4292,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7367906,-73.9784973
4293,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.821117,-73.957466
4294,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
4295,BROOKLYN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.6773286,-73.9689915
4296,MANHATTAN,1,0,TAXI,BICYCLE,40.7300064,-73.9835363
4297,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6981167,-73.9775324
4298,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7263019,-73.9491181
4299,BROOKLYN,2,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.730907,-73.954384
4300,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6782806,-73.9588458
4301,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8457423,-73.8878357
4302,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6775274,-73.9637097
4303,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6977164,-73.967727
4304,QUEENS,1,0,PICK-UP TRUCK,BICYCLE,40.6596447,-73.8486818
4305,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6182458,-74.002399
4306,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.6731211,-73.9607091
4307,MANHATTAN,1,0,TAXI,BICYCLE,40.7142932,-74.0115287
4308,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.7235442,-73.9393974
4309,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8100655,-73.9549676
4310,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7389026,-73.9873015
4311,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,,
4312,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.699668,-73.9592401
4313,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7119057,-74.0060347
4314,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.843767,-73.8655934
4315,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,,
4316,MANHATTAN,1,0,TAXI,BICYCLE,40.7163024,-74.0109663
4317,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6220485,-74.0316385
4318,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.717253,-73.9657334
4319,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7592923,-73.8677997
4320,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7266659,-73.9830898
4321,STATEN ISLAND,1,0,PASSENGER VEHICLE,BICYCLE,40.62551,-74.08096
4322,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8044198,-73.9553688
4323,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6662883,-73.9508365
4324,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6923175,-73.8608971
4325,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.679787,-73.85256
4326,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,,
4327,MANHATTAN,1,0,TAXI,BICYCLE,40.7416232,-73.9937353
4328,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7612258,-73.923787
4329,STATEN ISLAND,1,0,UNKNOWN,BICYCLE,40.6403573,-74.0978781
4330,MANHATTAN,1,0,TAXI,BICYCLE,40.7986553,-73.9614766
4331,BROOKLYN,1,0,OTHER,BICYCLE,40.7077851,-73.9320718
4332,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6661317,-73.8261418
4333,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.82874,-73.877304
4334,BRONX,1,0,LIVERY VEHICLE,BICYCLE,40.8438242,-73.9103666
4335,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7171751,-74.0128675
4336,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8227143,-73.9031399
4337,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6556338,-73.9598617
4338,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7036554,-73.8224589
4339,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7815073,-73.8169506
4340,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
4341,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7616387,-73.910192
4342,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.5789366,-73.9852115
4343,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8399054,-73.8705741
4344,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6797941,-73.8098135
4345,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7077715,-74.0129631
4346,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7257771,-73.9866041
4347,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7345412,-73.8617074
4348,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.757095,-73.7893649
4349,MANHATTAN,1,0,LIVERY VEHICLE,BICYCLE,40.7408539,-73.9858793
4350,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7762763,-73.9579367
4351,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.763893,-73.9149938
4352,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6235899,-74.025047
4353,MANHATTAN,1,0,TAXI,BICYCLE,40.7383125,-73.9877418
4354,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.723022,-73.99882
4355,STATEN ISLAND,1,0,PASSENGER VEHICLE,BICYCLE,40.6139526,-74.13085
4356,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6801176,-73.7532369
4357,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7216017,-73.9409901
4358,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.7049923,-73.9173483
4359,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.763893,-73.9149938
4360,STATEN ISLAND,1,0,PASSENGER VEHICLE,BICYCLE,,
4361,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6870898,-73.962547
4362,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6944713,-73.9570868
4363,BROOKLYN,2,0,PASSENGER VEHICLE,BICYCLE,40.70342,-73.9201
4364,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7464817,-73.7588954
4365,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7184155,-73.9616204
4366,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.704257,-73.967208
4367,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6721508,-73.8431812
4368,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6265134,-74.023852
4369,BRONX,1,0,UNKNOWN,BICYCLE,40.8548229,-73.911194
4370,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7746848,-73.9038236
4371,MANHATTAN,1,0,TAXI,BICYCLE,40.8101738,-73.9511673
4372,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6186558,-74.0198942
4373,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6470687,-73.9939279
4374,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8327066,-73.9050515
4375,STATEN ISLAND,1,0,PASSENGER VEHICLE,BICYCLE,40.643152,-74.1124111
4376,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.6968472,-73.9617482
4377,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8114752,-73.9404806
4378,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8358843,-73.8833965
4379,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6628481,-73.9428299
4380,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7759052,-73.9205171
4381,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8130953,-73.8982589
4382,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8240317,-73.9447582
4383,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7966428,-73.9684772
4384,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8266439,-73.9430577
4385,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6977164,-73.967727
4386,MANHATTAN,1,0,LIVERY VEHICLE,BICYCLE,40.7171751,-74.0128675
4387,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8482215,-73.8831183
4388,QUEENS,1,0,UNKNOWN,BICYCLE,40.7632002,-73.9210809
4389,MANHATTAN,1,0,TAXI,BICYCLE,40.7395228,-73.9868503
4390,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.803745,-73.955864
4391,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6774397,-73.9964741
4392,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6641748,-73.9448906
4393,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8469111,-73.9382332
4394,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8413479,-73.9168934
4395,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.696785,-73.9565804
4396,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6753608,-73.9696918
4397,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6936625,-73.8521639
4398,BRONX,1,0,UNKNOWN,BICYCLE,40.8081625,-73.9265219
4399,MANHATTAN,1,0,TAXI,BICYCLE,40.7171751,-74.0128675
4400,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8082209,-73.954492
4401,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.71372,-73.91528
4402,BRONX,1,0,VAN,BICYCLE,40.8195414,-73.9135209
4403,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8289463,-73.9050207
4404,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6775217,-73.9727156
4405,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.6301087,-74.0253592
4406,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7594769,-73.8660125
4407,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7933502,-73.9727331
4408,STATEN ISLAND,1,0,PASSENGER VEHICLE,BICYCLE,40.5510542,-74.1638682
4409,BRONX,2,0,PASSENGER VEHICLE,BICYCLE,40.8502737,-73.8276594
4410,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7536947,-73.9287801
4411,MANHATTAN,1,0,TAXI,BICYCLE,40.7331474,-74.005867
4412,MANHATTAN,1,0,TAXI,BICYCLE,40.7076833,-74.0156791
4413,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6966756,-73.9575253
4414,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7413629,-73.9209552
4415,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6914314,-73.8305256
4416,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.79465,-73.971794
4417,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.733032,-73.954735
4418,BRONX,1,0,LIVERY VEHICLE,BICYCLE,40.8293369,-73.8876141
4419,QUEENS,1,0,UNKNOWN,BICYCLE,40.6876631,-73.8505618
4420,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7885272,-73.8111677
4421,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,,
4422,MANHATTAN,1,0,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,40.7101767,-74.0011362
4423,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8071867,-73.9242798
4424,MANHATTAN,1,0,VAN,BICYCLE,40.7101767,-74.0011362
4425,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7779294,-73.9820802
4426,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6863048,-73.7939082
4427,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7098381,-74.0148211
4428,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,,
4429,BROOKLYN,1,0,OTHER,BICYCLE,40.701403,-73.9185718
4430,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7125314,-74.0076652
4431,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8160884,-73.8536188
4432,MANHATTAN,1,0,UNKNOWN,BICYCLE,40.795464,-73.9638043
4433,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7668948,-73.9213906
4434,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.688712,-73.9549775
4435,MANHATTAN,1,0,TAXI,BICYCLE,40.7788056,-73.9479659
4436,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6910825,-73.8322286
4437,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8223251,-73.9106991
4438,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6801952,-73.955488
4439,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7916628,-73.9646839
4440,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7809535,-73.8190753
4441,MANHATTAN,1,0,TAXI,BICYCLE,40.8156907,-73.9582947
4442,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.689452,-73.9680771
4443,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.830025,-73.872765
4444,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8319276,-73.85104
4445,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6811367,-73.9556676
4446,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7632297,-73.9089084
4447,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6877898,-73.8201646
4448,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7194601,-73.8911615
4449,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6666035,-73.9565424
4450,BRONX,1,0,TAXI,BICYCLE,40.8669992,-73.9020739
4451,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8612585,-73.9256679
4452,MANHATTAN,1,0,TAXI,BICYCLE,40.7239136,-73.9879718
4453,MANHATTAN,1,0,VAN,BICYCLE,40.7394976,-73.9826643
4454,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8100528,-73.9251435
4455,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7295007,-73.8457053
4456,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.654628,-74.0004145
4457,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8160884,-73.8536188
4458,MANHATTAN,1,0,TAXI,BICYCLE,40.8107645,-73.9525902
4459,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7657706,-73.9189877
4460,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8522116,-73.7881672
4461,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8542029,-73.931774
4462,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8447888,-73.9370425
4463,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6635186,-73.9572076
4464,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7363156,-73.8539095
4465,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8265158,-73.8938662
4466,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.83792,-73.819214
4467,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6833421,-73.804323
4468,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8355729,-73.8622924
4469,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7244008,-73.8498011
4470,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,,
4471,MANHATTAN,1,0,TAXI,BICYCLE,40.7838299,-73.9778249
4472,MANHATTAN,1,0,UNKNOWN,BICYCLE,40.8012875,-73.9539333
4473,MANHATTAN,1,0,TAXI,BICYCLE,40.7740216,-73.9545587
4474,MANHATTAN,1,0,TAXI,BICYCLE,40.7408791,-73.990069
4475,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.67967,-73.8622
4476,STATEN ISLAND,1,0,PASSENGER VEHICLE,BICYCLE,,
4477,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8211173,-73.8227417
4478,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8662004,-73.9280595
4479,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.663303,-73.960614
4480,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.689452,-73.9680771
4481,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6944404,-73.7586761
4482,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7744491,-73.9184536
4483,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7593484,-73.9198004
4484,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7231851,-73.9005788
4485,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7049984,-73.7529392
4486,QUEENS,1,0,VAN,BICYCLE,40.6880421,-73.8327446
4487,MANHATTAN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7269737,-73.9857379
4488,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7426858,-73.764232
4489,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6156292,-74.0286999
4490,MANHATTAN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7754866,-73.9821639
4491,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.879414,-73.9058
4492,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6935583,-73.8230267
4493,MANHATTAN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7082277,-74.0065321
4494,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8435185,-73.8329392
4495,BRONX,1,0,UNKNOWN,BICYCLE,40.8238497,-73.8988747
4496,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7619048,-73.8798873
4497,BROOKLYN,1,0,UNKNOWN,BICYCLE,40.6830392,-73.9647775
4498,BROOKLYN,1,0,OTHER,BICYCLE,40.718967,-73.9610284
4499,BRONX,1,0,LIVERY VEHICLE,BICYCLE,40.82929,-73.9164098
4500,BROOKLYN,1,0,VAN,BICYCLE,40.7240986,-73.9509778
4501,MANHATTAN,1,0,PICK-UP TRUCK,BICYCLE,40.7402615,-73.9905165
4502,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8185112,-73.9376454
4503,MANHATTAN,1,0,TAXI,BICYCLE,40.7813162,-73.9461296
4504,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8101738,-73.9511673
4505,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.6022442,-73.7541477
4506,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6628481,-73.9428299
4507,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6992956,-73.9542923
4508,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.86357,-73.92602
4509,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.8128153,-73.9418016
4510,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.815842,-73.9071528
4511,BRONX,1,0,LIVERY VEHICLE,BICYCLE,40.8230774,-73.8917906
4512,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7069472,-73.7828868
4513,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7113923,-74.0085993
4514,MANHATTAN,1,0,TAXI,BICYCLE,40.7992404,-73.9628704
4515,QUEENS,1,0,UNKNOWN,BICYCLE,40.7374641,-73.7760467
4516,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,40.8670381,-73.8963144
4517,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.6077998,-73.8193105
4518,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,,
4519,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.75933,-73.8851043
4520,BRONX,1,0,PASSENGER VEHICLE,BICYCLE,,
4521,BRONX,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.8348193,-73.8680074
4522,QUEENS,1,0,PASSENGER VEHICLE,BICYCLE,40.7030344,-73.7971241
4523,MANHATTAN,1,0,SMALL COM VEH(4 TIRES),BICYCLE,40.7164532,-74.0130478
4524,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,,
4525,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7318931,-74.0037886
4526,MANHATTAN,1,0,PASSENGER VEHICLE,BICYCLE,40.7108872,-74.0090609
4527,QUEENS,1,0,TAXI,BICYCLE,40.7601874,-73.9146953
4528,BROOKLYN,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7291708,-73.9574794
4529,MANHATTAN,2,0,BICYCLE,BICYCLE,40.787857,-73.96745
4530,BROOKLYN,1,0,PASSENGER VEHICLE,BICYCLE,40.6980036,-73.974788
4531,BROOKLYN,1,0,VAN,BICYCLE,40.6916018,-73.9705498
4532,QUEENS,1,0,SPORT UTILITY / STATION WAGON,BICYCLE,40.7275286,-73.81326
